 Seconds,Date_Time,CO2ppm,WVppt,RefBP,TC1,TC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
69,62582.48,4.5436,24.9272,102.5498,23.9217,27.9459,2.5041,19.93,18.08,1,23.56,11,7.69,102.712,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,18.09639,2.71E-06,4.91E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,62582.48,4.5456,24.924,102.5526,23.9238,27.9458,2.5035,19.96,18.07,1,23.56,11,7.82,102.711,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,18.08285,2.69E-06,4.87E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,62582.48,4.547,24.9254,102.5477,23.9317,27.9428,2.5035,20.13,18.2,1,23.56,11,7.69,102.71,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,18.08323,2.66E-06,4.81E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,62582.48,4.5347,24.9244,102.5468,23.939,27.9436,2.503,20.05,18.08,1,23.62,11,8.51,102.71,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,18.05775,2.64E-06,4.77E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,62582.48,4.508,24.9256,102.5475,23.9381,27.9434,2.5042,19.99,17.96,1,23.62,11,7.85,102.709,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,18.03741,2.64E-06,4.76E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,62582.48,4.4842,24.9247,102.5466,23.9409,27.9504,2.5039,19.94,17.93,1,23.62,11,8.45,102.708,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,18.02611,2.65E-06,4.77E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,62582.48,4.4864,24.9251,102.5431,23.9405,27.9449,2.5036,20,17.99,1,23.62,11,7.69,102.709,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,17.99921,2.67E-06,4.80E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,62582.48,4.4696,24.9237,102.5494,23.9431,27.945,2.5033,20.09,18.06,1,23.62,11,8.51,102.71,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,18.00094,2.67E-06,4.80E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,62582.48,4.4503,24.9242,102.5466,23.9458,27.9476,2.5034,20.02,18.05,1,23.62,11,7.69,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.98298,2.67E-06,4.80E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,62582.48,4.4167,24.9241,102.5483,23.9506,27.953,2.505,19.94,17.91,1,23.62,11,7.62,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9769,2.67E-06,4.80E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,62582.48,4.3882,24.9254,102.5518,23.9564,27.9498,2.504,19.97,17.99,1,23.62,11,7.85,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99853,2.68E-06,4.82E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,62582.48,4.3682,24.925,102.5534,23.9575,27.9456,2.5029,19.97,18.04,1,23.62,11,8.32,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01224,2.67E-06,4.82E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,62582.48,4.3409,24.9287,102.5487,23.9581,27.9435,2.5028,20.02,18,1,23.62,11,7.69,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03181,2.66E-06,4.80E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,62582.48,4.3285,24.9292,102.5482,23.9637,27.9478,2.5042,20.04,18.05,1,23.62,11,7.73,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03154,2.66E-06,4.80E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,62582.48,4.3023,24.9224,102.5517,23.9653,27.9475,2.503,19.91,17.96,1,23.62,11,8.19,102.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03643,2.68E-06,4.83E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,62582.48,4.2689,24.921,102.5562,23.9675,27.9373,2.5034,20.04,18.13,1,23.62,11,7.69,102.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04773,2.71E-06,4.89E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,62582.48,4.246,24.9189,102.5539,23.9724,27.9454,2.504,20.02,18.09,1,23.62,11,7.73,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.065,2.70E-06,4.88E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,62582.48,4.222,24.9209,102.5494,23.9745,27.9475,2.5034,20.06,18.05,1,23.62,11,7.74,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0589,2.69E-06,4.85E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,62582.48,4.2014,24.9227,102.5542,23.9753,27.949,2.5027,20.08,18.13,1,23.62,11,7.8,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.06833,2.72E-06,4.91E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,62582.48,4.1676,24.9205,102.5516,23.9817,27.952,2.5026,19.97,17.97,1,23.62,11,7.69,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,18.08727,2.73E-06,4.95E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,62582.48,4.1393,24.9254,102.5496,23.9879,27.9503,2.5029,19.99,18.08,1,23.62,11,7.8,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,18.08821,2.74E-06,4.96E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,62582.48,4.1373,24.9251,102.5505,23.9892,27.9544,2.5031,20.04,18.07,1,23.62,11,7.69,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,18.08035,2.75E-06,4.98E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,62582.48,4.1064,24.9194,102.5487,23.9925,27.9498,2.5032,20.04,18.1,1,23.62,11,8.47,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,18.05585,2.77E-06,5.00E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,62582.48,4.0978,24.9222,102.5476,23.9952,27.9529,2.5035,20.02,18.07,1,23.62,11,7.69,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,18.05285,2.78E-06,5.03E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,62582.48,4.071,24.9236,102.5504,24.0038,27.9494,2.5026,20.07,18.16,1,23.62,11,7.71,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,18.05698,2.82E-06,5.08E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,62582.48,4.0675,24.9236,102.5535,24.0088,27.9572,2.5032,20.01,18.05,1,23.62,11,7.69,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,18.05789,2.86E-06,5.16E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,62582.48,4.0503,24.926,102.5495,24.0072,27.9576,2.5032,19.91,17.93,1,23.62,11,7.92,102.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,18.05894,2.90E-06,5.23E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,62582.48,4.0324,24.9255,102.5504,24.0108,27.9498,2.5041,19.92,17.97,1,23.62,11,7.76,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,18.04898,2.91E-06,5.25E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,62582.48,4.0207,24.9267,102.5461,24.0157,27.9525,2.5031,20,18.06,1,23.62,11,7.69,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,18.03689,2.94E-06,5.31E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,62582.48,4.0077,24.9253,102.5447,24.0161,27.9548,2.5022,20.05,18.12,1,23.62,11,7.69,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02151,2.98E-06,5.37E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,62582.48,3.9926,24.9232,102.5465,24.0216,27.952,2.5035,20,18.1,1,23.62,11,7.69,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03238,2.97E-06,5.36E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,62582.48,3.9837,24.9244,102.5487,24.0261,27.9452,2.5033,19.93,18.02,1,23.62,11,8.27,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0382,2.98E-06,5.37E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,62582.48,3.9738,24.9271,102.5504,24.0285,27.9533,2.5024,19.96,17.98,1,23.62,11,7.69,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0585,3.01E-06,5.43E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,62582.48,3.9705,24.9279,102.55,24.0297,27.9568,2.5029,20.03,18.06,1,23.69,11,8.15,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07201,3.03E-06,5.48E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,62582.48,3.9664,24.9257,102.548,24.0274,27.9559,2.5051,19.92,17.99,1,23.69,11,7.69,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.06294,3.03E-06,5.48E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,62582.48,3.9542,24.9261,102.5441,24.0314,27.9464,2.5046,20,18.1,1,23.69,11,7.82,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05325,3.05E-06,5.50E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,62582.48,3.9637,24.9264,102.5453,24.0371,27.9496,2.5038,20.05,18.2,1,23.69,11,7.69,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.06015,3.07E-06,5.55E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,62582.48,3.9482,24.9214,102.5495,24.0406,27.9535,2.5035,19.95,18.03,1,23.69,11,8.32,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07818,3.10E-06,5.60E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,62582.48,3.9297,24.9245,102.5443,24.0464,27.9458,2.5036,20,18.06,1,23.69,11,8.46,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07708,3.14E-06,5.68E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,62582.48,3.9485,24.9199,102.5456,24.0506,27.9513,2.5031,20.06,18.05,1,23.69,11,8.27,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08603,3.16E-06,5.72E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,62582.48,3.9463,24.9225,102.5449,24.0585,27.9545,2.5037,20.05,18.04,1,23.69,11,8.51,102.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08207,3.16E-06,5.72E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,62582.48,3.9486,24.9258,102.5459,24.0605,27.9484,2.5043,20.01,18.12,1,23.69,11,7.73,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08528,3.17E-06,5.74E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,62582.48,3.9445,24.9249,102.544,24.0599,27.9521,2.5043,20.05,18.14,1,23.69,11,7.98,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07927,3.20E-06,5.78E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,62582.48,3.9575,24.927,102.5451,24.0641,27.9594,2.5035,19.99,18.05,1,23.69,11,8.29,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07327,3.20E-06,5.79E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,62582.48,3.965,24.926,102.5449,24.0669,27.9557,2.5036,19.88,17.98,1,23.69,11,7.71,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08042,3.20E-06,5.79E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,62582.48,3.9762,24.9235,102.5475,24.0661,27.9545,2.504,20.09,18.19,1,23.69,11,7.62,102.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08113,3.23E-06,5.83E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,62582.48,3.989,24.9216,102.5512,24.0695,27.9533,2.5041,19.96,18.04,1,23.69,11,8.13,102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05901,3.25E-06,5.86E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,62582.48,3.9891,24.9195,102.5495,24.073,27.9533,2.5035,20.01,18.07,1,23.69,11,7.64,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03564,3.24E-06,5.84E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,62582.48,3.9905,24.923,102.5483,24.0746,27.9519,2.5033,20,18.03,1,23.73,11,8.27,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01512,3.24E-06,5.84E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,62582.48,4,24.926,102.5461,24.0768,27.9485,2.5032,19.93,17.97,1,23.73,11,7.5,102.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00236,3.26E-06,5.86E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,62582.48,4.0129,24.9248,102.5448,24.078,27.9463,2.5017,19.98,18.01,1,23.73,11,8.27,102.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00753,3.27E-06,5.88E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,62582.48,4.0209,24.9244,102.5452,24.0789,27.9455,2.5028,20.02,18,1,23.73,11,7.92,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99174,3.29E-06,5.92E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,62582.48,4.0338,24.9226,102.5446,24.083,27.9524,2.503,19.86,17.85,1,23.73,11,8.01,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99261,3.30E-06,5.93E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,62582.48,4.0383,24.9267,102.546,24.092,27.9513,2.5033,20.04,18.04,1,23.74,11,7.47,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0052,3.28E-06,5.91E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,62582.48,4.0608,24.9198,102.5477,24.0938,27.95,2.5019,20.04,18.06,1,23.74,11,7.69,102.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00459,3.28E-06,5.90E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,62582.48,4.0667,24.9228,102.5443,24.0955,27.9546,2.5026,19.97,18.03,1,23.74,11,7.48,102.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01586,3.29E-06,5.93E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,62582.48,4.081,24.9224,102.5411,24.0938,27.9522,2.5036,20.04,18.07,1,23.74,11,8.25,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02015,3.31E-06,5.97E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,62582.48,4.0935,24.9247,102.5446,24.1059,27.9485,2.5043,19.91,17.97,1,23.74,11,7.43,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02763,3.31E-06,5.96E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,62582.48,4.1061,24.9272,102.5469,24.1066,27.9522,2.5042,20.02,18.15,1,23.74,11,7.5,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03977,3.29E-06,5.93E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,62582.48,4.1197,24.923,102.5414,24.1017,27.9527,2.5044,19.92,17.91,1,23.74,11,7.89,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02864,3.29E-06,5.92E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,62582.48,4.1259,24.9227,102.5447,24.1,27.962,2.5023,20.02,18,1,23.74,11,7.66,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01313,3.28E-06,5.90E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,62582.48,4.137,24.9242,102.5412,24.1025,27.9613,2.5044,20.04,18.05,1,23.74,11,7.43,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01754,3.28E-06,5.91E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,62582.48,4.1497,24.9232,102.5429,24.1098,27.9573,2.5039,19.97,18,1,23.74,11,7.4,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01884,3.31E-06,5.96E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,62582.48,4.1672,24.922,102.5426,24.1147,27.9506,2.504,20.06,18.07,1,23.74,11,8.17,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01423,3.31E-06,5.97E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,62582.48,4.1715,24.925,102.5436,24.1169,27.953,2.5034,19.98,17.98,1,23.74,11,7.45,102.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01995,3.32E-06,5.97E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,62582.48,4.1806,24.9195,102.5422,24.125,27.9546,2.5039,19.92,17.92,1,23.74,11,8.21,102.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00714,3.33E-06,6.01E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,62582.48,4.1989,24.9221,102.5405,24.1336,27.958,2.5035,20.1,18.15,1,23.74,11,7.59,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01845,3.31E-06,5.97E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,62582.48,4.2152,24.921,102.5384,24.1347,27.9561,2.5032,20.03,18.03,1,23.74,11,7.41,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01501,3.29E-06,5.92E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,62582.48,4.2041,24.9214,102.5422,24.132,27.9617,2.5046,19.98,17.95,2,23.74,10.99,7.57,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00774,3.29E-06,5.92E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,62582.48,4.2223,24.9249,102.5405,24.1382,27.9627,2.5039,19.98,17.98,2,23.74,10.99,8.22,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00078,3.26E-06,5.87E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,62582.48,4.2365,24.9246,102.5429,24.1429,27.9584,2.5041,20.04,18.01,2,23.74,10.99,7.43,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99106,3.21E-06,5.77E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,62582.48,4.2458,24.9255,102.5435,24.1478,27.9599,2.5033,20.04,17.95,2,23.74,10.99,7.75,102.706,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,17.98032,3.09E-06,5.55E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,62582.48,4.2532,24.9255,102.5437,24.1474,27.9607,2.5036,20.05,18.02,2,23.74,10.99,7.49,102.705,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,17.97099,2.98E-06,5.35E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,62582.48,4.2632,24.9242,102.5448,24.151,27.955,2.5033,20.04,18,2,23.8,10.99,7.42,102.705,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,17.94635,2.92E-06,5.23E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
