Seconds,Date_Time,CO2ppm,WVppt,RefBP,Volts_4,Volts_5,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
743,325.6105,1.3991,24.9221,99.4854,2.5026,2.5063,2.5046,20.04,17.37,4,25.61,37.73,5.99,99.645,0,0,0,0,0,0,1.83,0,0,0,0,0.01,0.04,0,0,0,17.39126,1.74E-06,3.02E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0,0,0,0,0
744,325.6105,1.3956,24.9201,99.4867,2.5035,2.5049,2.5051,19.92,17.27,4,25.61,37.73,6.21,99.645,0,0,0,0,0,0,1.03,0,0,0,0,0,0.02,0,0,0,17.37301,1.78E-06,3.10E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,0
745,325.6112,1.4029,24.9218,99.489,2.5038,2.5041,2.504,19.96,17.33,4,25.61,37.73,5.97,99.645,0,0,0,0,0,0,1.7,0,0,0,0,0,0.01,0,0,0,17.36144,1.81E-06,3.13E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13E-05,0,0,0,0,0,0,0,0,0,0,0,0
746,325.6112,1.4037,24.9238,99.4829,2.5052,2.5046,2.5042,19.97,17.35,4,25.61,37.76,6.64,99.645,0,0,0,0,0,0,0.96,0,0,0,0,0,0.01,0,0,0,17.34067,1.80E-06,3.12E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12E-05,0,0,0,0,0,0,0,0,0,0,0,0
747,325.6112,1.4034,24.923,99.4865,2.5041,2.5037,2.5035,19.97,17.31,4,25.61,37.76,5.91,99.645,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,17.32763,1.81E-06,3.13E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13E-05,0,0,0,0,0,0,0,0,0,0,0,0
748,325.6112,1.4045,24.9233,99.4876,2.5033,2.5037,2.5038,20.02,17.35,4,25.61,37.76,6.43,99.645,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,17.30434,1.81E-06,3.13E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13E-05,0,0,0,0,0,0,0,0,0,0,0,0
749,325.6112,1.406,24.9238,99.4862,2.4986,2.5045,2.5046,20.07,17.32,4,25.61,37.78,5.97,99.645,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,17.31559,1.79E-06,3.11E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0
750,325.6112,1.4058,24.9236,99.4886,2.501,2.5044,2.5041,20.07,17.36,4,25.61,37.78,6.05,99.645,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,17.33259,1.79E-06,3.11E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0
751,325.6112,1.413,24.9239,99.4847,2.502,2.5045,2.5039,20.07,17.34,4,25.61,37.78,6.07,99.645,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,17.33214,1.81E-06,3.14E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14E-05,0,0,0,0,0,0,0,0,0,0,0,0
752,325.6112,1.4092,24.9229,99.4839,2.5026,2.5044,2.5032,19.96,17.26,4,25.61,37.78,5.88,99.645,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,17.31796,1.82E-06,3.15E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15E-05,0,0,0,0,0,0,0,0,0,0,0,0
753,325.6112,1.4101,24.9254,99.4861,2.5036,2.5039,2.5008,20.06,17.32,4,25.61,37.78,6.08,99.646,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,17.30803,1.82E-06,3.16E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16E-05,0,0,0,0,0,0,0,0,0,0,0,0
754,325.6112,1.4044,24.9246,99.4848,2.5036,2.504,2.5022,19.97,17.26,4,25.61,37.78,4.05,99.646,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,17.29769,1.85E-06,3.19E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19E-05,0,0,0,0,0,0,0,0,0,0,0,0
755,325.6112,1.4102,24.9203,99.4877,2.5031,2.5036,2.5029,20.08,17.4,4,25.61,37.78,3.94,99.646,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,17.29267,1.85E-06,3.20E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,0,0,0,0,0,0,0,0,0,0,0,0
756,325.6112,1.4137,24.9181,99.4895,2.5034,2.5038,2.5027,20.03,17.32,4,25.61,37.8,3.06,99.646,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,17.28717,1.87E-06,3.24E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-05,0,0,0,0,0,0,0,0,0,0,0,0
757,325.6112,1.4211,24.9225,99.4939,2.503,2.5049,2.5029,19.94,17.17,4,25.61,37.8,3.06,99.646,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,17.28008,1.91E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
758,325.6112,1.4087,24.9226,99.4884,2.503,2.5042,2.5031,19.99,17.27,4,25.61,37.8,3.88,99.646,0,0,0,0,0,0,0.28,0,0,0,0,0,1.5,0,0,0,17.28457,1.91E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
759,325.6112,1.4028,24.9205,99.4894,2.5035,2.5027,2.5045,20.01,17.29,4,25.61,37.8,5.81,99.646,0,0,0,0,0,0,0.16,0,0,0,0,0,3.09,0,0,0,17.28731,1.90E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
760,325.6112,1.415,24.9215,99.4882,2.5033,2.5015,2.5047,19.97,17.29,4,25.61,37.8,5.86,99.645,0,0,0,0,0,0,0.09,0,0,0,0,0,3.43,0,0,0,17.29415,1.93E-06,3.34E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34E-05,0,0,0,0,0,0,0,0,0,0,0,0
761,325.6112,1.4212,24.921,99.4887,2.5039,2.5026,2.5046,20.04,17.34,4,25.61,37.8,5.81,99.645,0,0,0,0,0,0,0.05,0,0,0,0,0,1.93,0,0,0,17.29536,1.96E-06,3.39E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-05,0,0,0,0,0,0,0,0,0,0,0,0
762,325.6112,1.4226,24.9187,99.4875,2.5038,2.5027,2.5043,19.95,17.26,4,25.61,37.8,5.79,99.645,0,0,0,0,0,0,0.03,0,0,0,0,0,1.08,0,0,0,17.28579,1.95E-06,3.38E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,0,0,0,0,0,0,0,0,0,0,0,0
763,325.6112,1.4379,24.9226,99.4838,2.5034,2.5032,2.5037,19.96,17.31,4,25.61,37.8,5.85,99.645,0,0,0,0,0,0,0.02,0,0,0,0,0,0.61,0,0,0,17.29496,1.96E-06,3.39E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-05,0,0,0,0,0,0,0,0,0,0,0,0
764,325.6112,1.4497,24.922,99.4823,2.5034,2.5028,2.5015,20.07,17.33,4,25.61,37.8,6.25,99.645,0,0,0,0,0,0,0.01,0,0,0,0,0,0.34,0,0,0,17.29798,1.95E-06,3.38E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,0,0,0,0,0,0,0,0,0,0,0,0
765,325.6112,1.4621,24.9211,99.4859,2.5019,2.5034,2.5021,19.96,17.29,4,25.61,37.83,5.8,99.646,0,0,0,0,0,0,0.01,0,0,0,0,0,0.19,0,0,0,17.29636,1.97E-06,3.40E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40E-05,0,0,0,0,0,0,0,0,0,0,0,0
766,325.6112,1.4706,24.9195,99.4904,2.5026,2.5032,2.5025,20.01,17.33,4,25.61,37.83,5.92,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,17.28994,1.97E-06,3.40E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40E-05,0,0,0,0,0,0,0,0,0,0,0,0
767,325.6112,1.4875,24.9198,99.4921,2.505,2.5032,2.5032,19.93,17.19,4,25.61,37.83,5.82,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,17.28481,1.96E-06,3.38E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,0,0,0,0,0,0,0,0,0,0,0,0
768,325.6112,1.4783,24.9174,99.4874,2.5044,2.5042,2.504,19.99,17.26,4,25.61,37.83,5.84,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,17.27423,1.96E-06,3.38E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,0,0,0,0,0,0,0,0,0,0,0,0
769,325.6112,1.4991,24.9206,99.4834,2.5029,2.5057,2.5035,19.95,17.3,4,25.61,37.83,5.82,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17.27457,1.94E-06,3.34E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34E-05,0,0,0,0,0,0,0,0,0,0,0,0
770,325.6112,1.5046,24.9233,99.4864,2.5031,2.5032,2.5044,19.98,17.29,4,25.61,37.83,6.23,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,17.26881,1.90E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
771,325.6112,1.5161,24.9223,99.486,2.5041,2.5038,2.5047,20.07,17.34,4,25.61,37.83,5.77,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,17.2635,1.89E-06,3.27E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0
772,325.6112,1.5224,24.9248,99.4855,2.5041,2.5032,2.5039,20,17.2,4,25.61,37.83,5.4,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27399,1.87E-06,3.24E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-05,0,0,0,0,0,0,0,0,0,0,0,0
773,325.6112,1.5369,24.9233,99.4868,2.5042,2.5033,2.5051,20.01,17.27,4,25.61,37.83,5.81,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27405,1.85E-06,3.19E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19E-05,0,0,0,0,0,0,0,0,0,0,0,0
774,325.6112,1.5338,24.9172,99.4892,2.5045,2.5035,2.5035,19.95,17.26,4,25.61,37.83,5.84,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2917,1.87E-06,3.23E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23E-05,0,0,0,0,0,0,0,0,0,0,0,0
775,325.6112,1.5471,24.9187,99.4875,2.5042,2.502,2.5052,19.98,17.32,4,25.61,37.83,5.8,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29476,1.89E-06,3.28E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28E-05,0,0,0,0,0,0,0,0,0,0,0,0
776,325.6112,1.559,24.9199,99.4889,2.5049,2.501,2.5049,19.95,17.3,4,25.61,37.83,4.48,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30808,1.90E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
777,325.6112,1.5683,24.9201,99.4861,2.5034,2.5018,2.5047,19.9,17.3,4,25.61,37.83,5.78,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32553,1.90E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
778,325.6112,1.5774,24.9217,99.4841,2.5031,2.5027,2.5031,20.03,17.38,4,25.61,37.83,5.72,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.33601,1.90E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
779,325.6112,1.5834,24.9192,99.4875,2.5039,2.5032,2.5031,19.99,17.3,4,25.61,37.83,5.36,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3488,1.92E-06,3.33E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-05,0,0,0,0,0,0,0,0,0,0,0,0
780,325.6112,1.5984,24.917,99.4886,2.5025,2.5018,2.5031,20.05,17.42,4,25.61,37.83,5.91,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35883,1.91E-06,3.32E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32E-05,0,0,0,0,0,0,0,0,0,0,0,0
781,325.6112,1.6078,24.9202,99.4888,2.5031,2.5027,2.5031,19.99,17.36,4,25.62,37.83,6.71,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36195,1.90E-06,3.30E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0
782,325.6112,1.6266,24.9216,99.488,2.5034,2.5006,2.5043,20.09,17.38,4,25.62,37.83,5.91,99.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35344,1.91E-06,3.31E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31E-05,0,0,0,0,0,0,0,0,0,0,0,0
783,325.6112,1.6325,24.9229,99.4846,2.503,2.5017,2.5038,20.08,17.32,4,25.62,37.83,6.68,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34157,1.89E-06,3.28E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28E-05,0,0,0,0,0,0,0,0,0,0,0,0
784,325.6112,1.6335,24.9246,99.481,2.5033,2.5027,2.5037,20,17.29,4,25.62,37.83,5.93,99.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32281,1.86E-06,3.23E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23E-05,0,0,0,0,0,0,0,0,0,0,0,0
785,325.6112,1.6417,24.9243,99.4848,2.5034,2.5037,2.5059,20.02,17.33,4,25.62,37.83,6.03,99.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30424,1.90E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
786,325.6112,1.6589,24.9235,99.4843,2.5031,2.5033,2.5043,20.08,17.38,4,25.62,37.83,5.88,99.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30336,1.91E-06,3.30E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0
787,325.6112,1.677,24.9249,99.4848,2.5035,2.5038,2.5019,19.96,17.22,4,25.62,37.83,5.91,99.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29457,1.87E-06,3.23E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23E-05,0,0,0,0,0,0,0,0,0,0,0,0
788,325.6112,1.6738,24.9258,99.4844,2.5019,2.5047,2.5026,19.99,17.24,4,25.62,37.83,5.91,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29624,1.88E-06,3.26E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26E-05,0,0,0,0,0,0,0,0,0,0,0,0
789,325.6112,1.6776,24.9205,99.4864,2.5031,2.5035,2.5034,19.94,17.26,4,25.62,37.83,6.66,99.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30046,1.91E-06,3.30E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0
790,325.6112,1.6853,24.9219,99.4868,2.503,2.5038,2.5042,19.97,17.31,4,25.62,37.83,5.95,99.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29524,1.91E-06,3.30E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0
791,325.6112,1.694,24.9198,99.4872,2.5022,2.5036,2.5044,20.03,17.36,4,25.62,37.9,5.88,99.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30371,1.90E-06,3.28E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28E-05,0,0,0,0,0,0,0,0,0,0,0,0
792,325.6112,1.7054,24.9228,99.4879,2.5014,2.5038,2.5041,19.99,17.37,4,25.62,37.9,5.69,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29927,1.88E-06,3.26E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26E-05,0,0,0,0,0,0,0,0,0,0,0,0
793,325.6112,1.6966,24.9224,99.4887,2.5007,2.5052,2.5038,19.97,17.29,4,25.62,37.9,5.88,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29885,1.85E-06,3.20E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,0,0,0,0,0,0,0,0,0,0,0,0
794,325.6112,1.7008,24.9225,99.4866,2.5012,2.504,2.5046,20,17.27,4,25.62,37.9,5.84,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30519,1.83E-06,3.16E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16E-05,0,0,0,0,0,0,0,0,0,0,0,0
795,325.6112,1.6949,24.922,99.487,2.5007,2.5037,2.5042,20.06,17.29,4,25.62,37.9,3.39,99.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28873,1.84E-06,3.19E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19E-05,0,0,0,0,0,0,0,0,0,0,0,0
796,325.6112,1.692,24.9241,99.4875,2.5006,2.5036,2.5037,19.97,17.22,4,25.63,37.9,5.48,99.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28258,1.89E-06,3.27E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0
797,325.6112,1.7049,24.9255,99.4893,2.5026,2.5038,2.5035,20.07,17.37,4,25.63,37.9,5.44,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27004,1.89E-06,3.26E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26E-05,0,0,0,0,0,0,0,0,0,0,0,0
798,325.6112,1.7203,24.9222,99.4873,2.5008,2.5033,2.5036,19.98,17.2,4,25.63,37.9,3.09,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26409,1.88E-06,3.25E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25E-05,0,0,0,0,0,0,0,0,0,0,0,0
799,325.6112,1.7077,24.9212,99.4866,2.5024,2.5039,2.5021,20.01,17.26,4,25.63,37.9,5.79,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25817,1.92E-06,3.32E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32E-05,0,0,0,0,0,0,0,0,0,0,0,0
800,325.6112,1.72,24.9237,99.4887,2.5024,2.5063,2.5027,19.98,17.25,4,25.63,37.9,6.67,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26419,1.92E-06,3.32E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32E-05,0,0,0,0,0,0,0,0,0,0,0,0
801,325.6112,1.7283,24.9198,99.4903,2.5031,2.5045,2.5033,19.97,17.26,4,25.63,37.9,5.97,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26805,1.90E-06,3.28E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28E-05,0,0,0,0,0,0,0,0,0,0,0,0
802,325.6112,1.7311,24.9193,99.4886,2.505,2.5034,2.5032,20.07,17.35,4,25.63,37.9,5.91,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27093,1.91E-06,3.31E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31E-05,0,0,0,0,0,0,0,0,0,0,0,0
803,325.6112,1.7268,24.9191,99.4882,2.5038,2.5052,2.5032,19.94,17.24,4,25.63,37.94,5.52,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28199,1.93E-06,3.33E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-05,0,0,0,0,0,0,0,0,0,0,0,0
804,325.6112,1.7216,24.9202,99.4882,2.5022,2.5041,2.5036,19.97,17.28,4,25.63,37.94,6.3,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28378,1.91E-06,3.30E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0
805,325.6119,1.7236,24.9202,99.4908,2.5034,2.5044,2.5033,19.92,17.25,4,25.63,37.94,5.89,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30541,1.90E-06,3.29E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
806,325.6119,1.7252,24.9224,99.4899,2.5032,2.5037,2.5035,20.01,17.34,4,25.63,37.94,5.95,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.306,1.88E-06,3.25E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25E-05,0,0,0,0,0,0,0,0,0,0,0,0
807,325.6119,1.7294,24.9243,99.4863,2.5024,2.5029,2.5039,19.99,17.32,4,25.63,37.94,6.56,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30557,1.84E-06,3.18E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18E-05,0,0,0,0,0,0,0,0,0,0,0,0
808,325.6119,1.7397,24.9239,99.4874,2.5029,2.5041,2.5042,20.03,17.32,4,25.63,37.94,6.18,99.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30815,1.86E-06,3.21E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21E-05,0,0,0,0,0,0,0,0,0,0,0,0
809,325.6119,1.7423,24.9212,99.486,2.503,2.5041,2.5039,20.04,17.34,4,25.63,37.94,6,99.647,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30563,1.89E-06,3.27E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0
810,325.6119,1.7354,24.9237,99.4878,2.5029,2.5012,2.5063,20.02,17.3,4,25.63,37.94,5.97,99.647,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31598,1.89E-06,3.27E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0
811,325.6119,1.7378,24.9199,99.4874,2.5036,2.5014,2.5044,20,17.31,4,25.63,37.94,6.64,99.647,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31372,1.89E-06,3.28E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28E-05,0,0,0,0,0,0,0,0,0,0,0,0
812,325.6119,1.7478,24.924,99.4872,2.5048,2.5013,2.5044,19.96,17.27,4,25.63,37.94,5.91,99.647,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31471,1.93E-06,3.35E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35E-05,0,0,0,0,0,0,0,0,0,0,0,0
813,325.6119,1.7306,24.9244,99.4854,2.5057,2.5029,2.5039,19.98,17.3,4,25.63,37.94,6.4,99.647,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31086,1.97E-06,3.41E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0
814,325.6119,1.7372,24.9256,99.485,2.5032,2.5026,2.5034,20.04,17.35,4,25.63,37.94,6.01,99.647,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31683,1.97E-06,3.41E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0
815,325.6119,1.7431,24.92,99.4912,2.5043,2.5061,2.5035,19.99,17.3,4,25.63,37.94,6.05,99.646,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32051,1.95E-06,3.38E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,0,0,0,0,0,0,0,0,0,0,0,0
